SKU,Brand_Product_Size,Brand,Product Name,COL Price,COL ppu,COL Size,COL Specials,COL Category,Product URL
3311980P,Maggi 2 Minute Noodle Hot Mealz Kari Kari Kaw Bowl 96g,Maggi,2 Minute Noodle Hot Mealz Kari Kari Kaw Bowl,2.5,$2.60 per 100G,96g,,International Foods,https://shop.coles.com.au/a/national/product/maggi-2-minute-noodle-hot-mealz-kari-kari-kaw
3335264P,Parachute Coconut Oil 500mL,Parachute,Coconut Oil,6.0,$1.20 per 100mL,500mL,,International Foods,https://shop.coles.com.au/a/national/product/parachute-coconut-oil-jar
3843630P,Benny's Hoisin Sauce 840g,Benny's,Hoisin Sauce,9.0,$1.07 per 100G,840g,,International Foods,https://shop.coles.com.au/a/national/product/benny-s-sauces-hoisin-sauce
1318526P,Old Town 3 In 1 Hazelnut White Coffee 570g,Old Town,3 In 1 Hazelnut White Coffee,7.0,$1.23 per 100G,570g,,International Foods,https://shop.coles.com.au/a/national/product/old-town-coffee-hazelnut
2158630P,Pattu Red Split Lentils 1 kg,Pattu,Red Split Lentils,4.0,$4.00 per 1Kg,1 kg,,International Foods,https://shop.coles.com.au/a/national/product/pattu--red-split-lentils
3462523P,Perugina Milk Chocolate With Almonds 86g,Perugina,Milk Chocolate With Almonds,4.4,$0.51 per 10G,86g,,International Foods,https://shop.coles.com.au/a/national/product/perugina-milk-chocolate-with-almonds
419448P,Maharajah's Choice Plain Pappadams 100g,Maharajah's Choice,Plain Pappadams,1.5,$1.50 per 100G,100g,Specials,International Foods,https://shop.coles.com.au/a/national/product/maharajahs-choice-pappadams-plain-419448p
6825918P,Double Phoenix Vermicelli Bean Noodles 100g,Double Phoenix,Vermicelli Bean Noodles,0.7,$0.70 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/double-phoenix-noodles-vermicelli-bean-6825918p
3924527P,Coles Coconut Milk 400mL,Coles,Coconut Milk,0.95,$0.24 per 100mL,400mL,,International Foods,https://shop.coles.com.au/a/national/product/coconut-milk-3924527p-1
3312167P,Whittaker's Nelson Pear and Manuka Honey Milk Chocolate 100g,Whittaker's,Nelson Pear and Manuka Honey Milk Chocolate,4.5,$4.50 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/whittakers-pear-and-manuka-honey
9151672P,Elite Ground Roasted Turkish Coffee 100g,Elite,Ground Roasted Turkish Coffee,5.3,$5.30 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/elite-coffee-turkish-9151672p
3544184P,Louisiana Chicken Fry Mix 255g,Louisiana,Chicken Fry Mix,6.0,$2.35 per 100G,255g,,International Foods,https://shop.coles.com.au/a/national/product/louisiana-chicken-fry-mix
3339221P,Pattu Garam Masala Powder 200g,Pattu,Garam Masala Powder,3.1,$1.55 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/pattu-garam-masala
9027899P,Gaganis Premium Whole Green/Blue Dried Peas 1kg,Gaganis,Premium Whole Green/Blue Dried Peas,3.5,$3.50 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/gaganis-peas-whole-green-blue
9542909P,Osem Bamba Peanut Snack 100g,Osem,Bamba Peanut Snack,2.8,$2.80 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/osem-snack-bamaba
3740069P,Pandaroo Cinnamon Stick 100g,Pandaroo,Cinnamon Stick,4.0,$4.00 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/pandaro-cinnamon-stick
3827837P,Eti Puf Marshmallow Biscuit Cocoa Sprinkles 216g,Eti,Puf Marshmallow Biscuit Cocoa Sprinkles,5.0,$2.31 per 100G,216g,Specials,International Foods,https://shop.coles.com.au/a/national/product/eti-puf-marshmallow-biscuit-cocoa-sprinkles
3709896P,Erin Original Curry Sauce No MSG 44g,Erin,Original Curry Sauce No MSG,1.95,$4.43 per 100G,44g,Specials,International Foods,https://shop.coles.com.au/a/national/product/erin-original-curry-sauce
5753185P,Achva Vanilla Halva 100g,Achva,Vanilla Halva,2.0,$2.00 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/achva-halva-vanilla
8939827P,Lieber's Real Chocolate Chips 280g,Lieber's,Real Chocolate Chips,5.9,$2.31 per 100G,280g,,International Foods,https://shop.coles.com.au/a/national/product/liebers-sp-chocolate-chips-real-klp
5029917P,Patak's Vindaloo Curry Paste Hot 283g,Patak's,Vindaloo Curry Paste Hot,5.5,$1.94 per 100G,283g,,International Foods,https://shop.coles.com.au/a/national/product/pataks-paste-vindaloo-curry
6801782P,Ayam Sweet & Sour Sauce 210mL,Ayam,Sweet & Sour Sauce,3.5,$1.67 per 100mL,210mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-swet-sour-sauce-6801782p
5252521P,TCC Coconut Milk 400mL,TCC,Coconut Milk,1.5,$0.38 per 100mL,400mL,,International Foods,https://shop.coles.com.au/a/national/product/tcc-milk-coconut
5252463P,Erawan Glutinous Rice Flour 500g,Erawan,Glutinous Rice Flour,1.2,$2.40 per 1Kg,500g,,International Foods,https://shop.coles.com.au/a/national/product/erawan-flour-rice-glutinous
1332163P,Uludag Lemonade Drink 250mL 6 pack,Uludag,Lemonade Drink 250mL,8.6,$5.73 per 1L,6 pack,,International Foods,https://shop.coles.com.au/a/national/product/uludag-drink-flavoured-lemonade-6-pack
3642751P,Melting Sweet Coconut Candy 125g,Melting Sweet,Coconut Candy,2.8,$2.24 per 100G,125g,,International Foods,https://shop.coles.com.au/a/national/product/sina-coconut-candy
3828669P,Sera Pepper Paste Mild 720g,Sera,Pepper Paste Mild,9.0,$1.25 per 100G,720g,,International Foods,https://shop.coles.com.au/a/national/product/sera-pepper-paste-mild
5526434P,Gaganis Red Beans 1kg,Gaganis,Red Beans,3.7,$3.70 per 1Kg,1kg,Specials,International Foods,https://shop.coles.com.au/a/national/product/gaganis-red-beans-small-1kg
1335128P,Five Tastes Laksa Paste Mild 220g,Five Tastes,Laksa Paste Mild,3.0,$1.36 per 100G,220g,Specials,International Foods,https://shop.coles.com.au/a/national/product/five-tastes-paste-laksa
5419150P,Poonsin Stir-Fry Mixed Vegetables 425g,Poonsin,Stir-Fry Mixed Vegetables,2.35,$5.53 per 1Kg,425g,,International Foods,https://shop.coles.com.au/a/national/product/poonsin-vegetables-mixed
3736913P,Mama Pork Noodles Jumbo Pack 90g,Mama,Pork Noodles Jumbo Pack,1.0,$1.11 per 100G,90g,Specials,International Foods,https://shop.coles.com.au/a/national/product/mama-pork-nodles-jumbo-pack
9735210P,Must Sugar Free Gum Spearmint 28g,Must,Sugar Free Gum Spearmint,2.55,$9.11 per 100G,28g,,International Foods,https://shop.coles.com.au/a/national/product/must-sp-gum-spearmint-sugar-free
3737304P,Lotte Strawberry Koalas March 37g,Lotte,Strawberry Koalas March,1.6,$4.32 per 100G,37g,,International Foods,https://shop.coles.com.au/a/national/product/lotte-strawberry-koalas-march
8450907P,Cadbury Chocolate Fish Bar 20g,Cadbury,Chocolate Fish Bar,1.0,$5.00 per 100G,20g,Specials,International Foods,https://shop.coles.com.au/a/national/product/cadbury-chocolate-fish
5982943P,Obento Udon Noodles 200g,Obento,Udon Noodles,1.4,$0.70 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/obento-udon-noodles
3734918P,Ito En Oi Ocha Green Tea 2L,Ito En Oi Ocha,Green Tea,6.75,$3.38 per 1L,2L,Specials,International Foods,https://shop.coles.com.au/a/national/product/ito-en-oi-ocha-gren-tea
1384338P,Jinmailang Ramen Noodle 1kg,Jinmailang,Ramen Noodle,2.5,$2.50 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/jinmailing-noodle-ramen
9434520P,Valcom Pad Thai Paste 240g,Valcom,Pad Thai Paste,3.2,$1.33 per 100G,240g,Specials,International Foods,https://shop.coles.com.au/a/national/product/valcom-paste-pad-thai
9124658P,Golden Chicken Noodle Soup 70g,Golden Chicken,Noodle Soup,1.0,$1.43 per 100G,70g,Specials,International Foods,https://shop.coles.com.au/a/national/product/golden-birds-halal-soup-chicken-noddle
3709885P,Chef Brown Sauce 330g,Chef,Brown Sauce,4.4,$1.33 per 100G,330g,,International Foods,https://shop.coles.com.au/a/national/product/chef-brown-sauce
3743544P,Hapi Dry Roasted Edamame With Sea Salt 100g,Hapi,Dry Roasted Edamame With Sea Salt,2.5,$2.50 per 100G,100g,Specials,International Foods,https://shop.coles.com.au/a/national/product/hapi-dry-roasted-edamame-with-sea-salt-3743544p
5967305P,Beigel & Beigel Sour Cream & Onion 300g,Beigel & Beigel,Sour Cream & Onion,5.0,$1.67 per 100G,300g,,International Foods,https://shop.coles.com.au/a/national/product/beigel-beigel-nish-nosh-sr-cream-onion
6007997P,Mrs H S Balls Original Recipe Chutney 470g,Mrs H S Balls,Original Recipe Chutney,5.0,$1.06 per 100G,470g,,International Foods,https://shop.coles.com.au/a/national/product/mrs-h-s-balls-chutney-original
6086520P,Ayam Light Soy Sauce 210mL,Ayam,Light Soy Sauce,3.2,$1.52 per 100mL,210mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-sauce-soya-light
3652992P,Bgan Apple & Peach Fruit Pouch 113g,Bgan,Apple & Peach Fruit Pouch,1.9,$1.68 per 100G,113g,,International Foods,https://shop.coles.com.au/a/national/product/bgan-fruit-pouches-apple-peach
2783634P,Paldo Lobster Flavor King Noodle 110g,Paldo,Lobster Flavor King Noodle,2.5,$2.27 per 100G,110g,,International Foods,https://shop.coles.com.au/a/national/product/paldo--lobster
3753650P,Ayam Japanese Curry Paste 185g,Ayam,Japanese Curry Paste,2.75,$1.49 per 100G,185g,Specials,International Foods,https://shop.coles.com.au/a/national/product/ayam-japanese-curry-paste
5422199P,ABC Extra Hot Chilli Sauce 335mL,ABC,Extra Hot Chilli Sauce,2.75,$0.82 per 100mL,335mL,,International Foods,https://shop.coles.com.au/a/national/product/abc-sauce-chilli-hot
6068970P,Hikari Red Miso Paste 400g,Hikari,Red Miso Paste,4.0,$1.00 per 100G,400g,,International Foods,https://shop.coles.com.au/a/national/product/hikari-paste-miso-red
3843458P,Tuscanini Pasta Elbows 454g,Tuscanini,Pasta Elbows,3.3,$0.73 per 100G,454g,,International Foods,https://shop.coles.com.au/a/national/product/tuscanini-pasta-elbows
3817469P,Eurocake Chocolate Chip Cookie American Style 252g,Eurocake,Chocolate Chip Cookie American Style,5.2,$2.06 per 100G,252g,,International Foods,https://shop.coles.com.au/a/national/product/eurocake-chocolate-chip-cokie-american-style
5132155P,Osem Bamba Peanut Snack 25g,Osem,Bamba Peanut Snack,1.3,$5.20 per 100G,25g,,International Foods,https://shop.coles.com.au/a/national/product/osem-bamba-snacks-wpeanuts
3714524P,Pot Noodles Bombay Bad Boy 90g,Pot Noodles,Bombay Bad Boy,3.35,$3.72 per 100G,90g,Specials,International Foods,https://shop.coles.com.au/a/national/product/pot-nodles-bombay-bad-boy
3403579P,Chia Thai Salad Dressing 350mL,Chia,Thai Salad Dressing,5.0,$1.43 per 100G,350mL,,International Foods,https://shop.coles.com.au/a/national/product/chia-salad-dressing-thai
6082824P,Ayam Fish Sauce 210mL,Ayam,Fish Sauce,3.5,$1.67 per 100mL,210mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-sauce-fish
2001693P,Ayam Mongolian Lamb Sauce 210mL,Ayam,Mongolian Lamb Sauce,3.5,$1.67 per 100mL,210mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-mongolian-lamb-sauce
9755874P,Indomie Mi Goreng Spicy Beef Flavour Rendang Instant Noodles 80g,Indomie,Mi Goreng Spicy Beef Flavour Rendang Instant Noodles,0.7,$0.88 per 100G,80g,,International Foods,https://shop.coles.com.au/a/national/product/indo-mie-noodles-rendang-mi-goreng
2505256P,Gaganis Nostimini Shakers 175g,Gaganis,Nostimini Shakers,4.7,$2.69 per 100G,175g,Specials,International Foods,https://shop.coles.com.au/a/national/product/gaganis-nostimini-shakers
6984503P,Gaganis Lentils Red Whole Kye 1kg,Gaganis,Lentils Red Whole Kye,3.2,$3.20 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/gaganis-lentils-red-whole-kye
3735637P,Coles Asia Egg Noodles Thin 340g,Coles,Asia Egg Noodles Thin,2.0,$0.59 per 100G,340g,,International Foods,https://shop.coles.com.au/a/national/product/coles-asia-egg-nodles-thin
7651619P,Koh Kae Wasabi Coated Peanuts 240g,Koh Kae,Wasabi Coated Peanuts,3.1,$1.35 per 100G,240g,Specials,International Foods,https://shop.coles.com.au/a/national/product/koh-kae-peanuts-wasabi-coated
2372301P,Coles Burrito Tortilla Wraps 10 Pack 400g,Coles,Burrito Tortilla Wraps 10 Pack,3.0,$0.75 per 100G,400g,,International Foods,https://shop.coles.com.au/a/national/product/coles-burrito-tortillas-10-pack
3714580P,Bartons Traditional Pickled Onions 450g,Bartons,Traditional Pickled Onions,6.0,$1.33 per 100G,450g,,International Foods,https://shop.coles.com.au/a/national/product/bartons-traditional-pickled-onions
3737053P,Lee Kum Kee Seafood Seasoned Soy Sauce 207mL,Lee Kum Kee,Seafood Seasoned Soy Sauce,3.8,$1.84 per 100mL,207mL,,International Foods,https://shop.coles.com.au/a/national/product/le-kum-ke-seafod-seasoned-soy-sauce-3737053p
3801469P,Mission Salsa Black Bean And Chipotle 300g,Mission,Salsa Black Bean And Chipotle,4.0,$1.33 per 100G,300g,Specials,International Foods,https://shop.coles.com.au/a/national/product/mission-salsa-black-bean-and-chipotle
6084499P,Ayam Satay Sauce Canned Mild 250mL,Ayam,Satay Sauce Canned Mild,3.5,$1.40 per 100mL,250mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-sauce-mild-satay
3753661P,Ayam Pure Black Sesame Oil 210mL,Ayam,Pure Black Sesame Oil,5.5,$2.62 per 100mL,210mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-pure-black-sesame-oil
344859P,Conimex Sambal Oelek 190g,Conimex,Sambal Oelek,4.5,$0.24 per 10G,190g,Specials,International Foods,https://shop.coles.com.au/a/national/product/conimex-sambal-oelek-344859p
1384316P,Jinmailang Egg Noodle 1kg,Jinmailang,Egg Noodle,2.5,$2.50 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/jinmailing-egg-noodle
9756108P,ABC Sweet Soy Sauce 275mL,ABC,Sweet Soy Sauce,2.0,$0.73 per 100mL,275mL,,International Foods,https://shop.coles.com.au/a/national/product/abc-sauce-soy-sweet-9756108p
3748774P,Beerenberg Asian Dipping Sauce 300 mL,Beerenberg,Asian Dipping Sauce,6.5,,300 mL,,International Foods,https://shop.coles.com.au/a/national/product/berenberg-asian-dipping-sauce
3544231P,Louisiana Dirty Rice Mix 100g,Louisiana,Dirty Rice Mix,7.0,$3.10 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/louisiana-dirty-rice-mix
3594692P,Cortas Orange Blossom Water 500mL,Cortas,Orange Blossom Water,6.5,$1.30 per 100mL,500mL,,International Foods,https://shop.coles.com.au/a/national/product/cortas-orange-blossom-water-3594692p
3735794P,Paldo Mr Kimchi Kimchi Ramen 110g,Paldo Mr Kimchi,Kimchi Ramen,2.4,$2.18 per 100G,110g,Specials,International Foods,https://shop.coles.com.au/a/national/product/paldo-mr-kimchi-kimchi-ramen-3735794p
5716382P,Carmelina Explosive Mixture Spread 280g,Carmelina,Explosive Mixture Spread,6.0,$2.14 per 100G,280g,,International Foods,https://shop.coles.com.au/a/national/product/carmelina-spread-explosive-mixture
51034P,Yeo's Sambal Oelek 250mL,Yeo's,Sambal Oelek,4.05,$1.62 per 100mL,250mL,Specials,International Foods,https://shop.coles.com.au/a/national/product/yeos-sambal-oelek
5609484P,Chang's Vermicelli Rice Noodles 250g,Chang's,Vermicelli Rice Noodles,2.0,$0.80 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/changs-noodles-rice-vermicelli
3339210P,Pattu Mustard Seeds 200g,Pattu,Mustard Seeds,1.45,$0.73 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/pattu-mustard-seeds
3479479P,Coles Creamy Chipotle Topping Medium 240g,Coles,Creamy Chipotle Topping Medium,3.6,$1.50 per 100G,240g,,International Foods,https://shop.coles.com.au/a/national/product/coles-creamy-chipotle-topping
6073018P,Erawan Rice Sticks Pad Thai Noodles 200g,Erawan,Rice Sticks Pad Thai Noodles,1.15,$0.58 per 100G,200g,Specials,International Foods,https://shop.coles.com.au/a/national/product/erawan-rice-sticks-pad-thai
9757235P,Hakubaku Organic Ramen Noodles 270g,Hakubaku,Organic Ramen Noodles,2.95,$1.09 per 100G,270g,Specials,International Foods,https://shop.coles.com.au/a/national/product/hakubaku-noodles-ramen-organic
8696237P,Shippam's Crab Spread 75g,Shippam's,Crab Spread,3.0,$4.00 per 100G,75g,,International Foods,https://shop.coles.com.au/a/national/product/shippams-spread-crab
4200373P,Kras Napolitanke Chocolate Cream Wafers 100g,Kras,Napolitanke Chocolate Cream Wafers,1.0,$1.00 per 100G,100g,Specials,International Foods,https://shop.coles.com.au/a/national/product/kras-napolitanke-wafers-choc-cream
5873664P,Lee Kum Kee Panda Brand Oyster Sauce 255g,Lee Kum Kee,Panda Brand Oyster Sauce,3.3,$1.29 per 100G,255g,,International Foods,https://shop.coles.com.au/a/national/product/lee-kum-kee-sauce-oyster-panda-5873664p
4179062P,The Dutch Company Syrup Wafers 4 Pack 125g,The Dutch Company,Syrup Wafers 4 Pack,2.25,$1.80 per 100G,125g,,International Foods,https://shop.coles.com.au/a/national/product/the-dutch-company-wafers-syrup
6671188P,Ong's Oyster Sauce 255g,Ong's,Oyster Sauce,2.3,$0.90 per 100G,255g,,International Foods,https://shop.coles.com.au/a/national/product/ongs-sauce-oyster
1655242P,Odlums Farmhouse Quick Bread Mix 450g,Odlums,Farmhouse Quick Bread Mix,4.0,$0.89 per 100G,450g,,International Foods,https://shop.coles.com.au/a/national/product/odlums-farmhouse-quick-bread-mix
3308750P,Nissin Ramen Kyushu Black Noodle 530g,Nissin,Ramen Kyushu Black Noodle,6.75,$1.27 per 100G,530g,,International Foods,https://shop.coles.com.au/a/national/product/nissin-ramen-kyushu-black
1323322P,Double Phoenix Chinese Cooking Wine 640mL,Double Phoenix,Chinese Cooking Wine,1.5,$0.23 per 100mL,640mL,,International Foods,https://shop.coles.com.au/a/national/product/double-phoenix-shao-xing-cooking-wine
9315747P,Nissin Laksa Flavour Instant Cup Noodles 75g,Nissin,Laksa Flavour Instant Cup Noodles,1.95,$2.60 per 100G,75g,,International Foods,https://shop.coles.com.au/a/national/product/nissin-noodle-cup-laksa
3861992P,Greenleaf Natural Dates 250g,Greenleaf,Natural Dates,1.6,$0.64 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/grenleaf-natural-dates
3724368P,McDonnells Curry Sauce 250g,McDonnells,Curry Sauce,9.0,$3.60 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/mcdonnells-curry-sauce
3699001P,Paskesz Good Grain Crackers Multigrain Original 207g,Paskesz,Good Grain Crackers Multigrain Original,7.5,$3.62 per 100G,207g,,International Foods,https://shop.coles.com.au/a/national/product/paskesz-god-grain-crackers-multigrain
6801068P,Ayam Thai Green Curry Paste 195g,Ayam,Thai Green Curry Paste,2.75,$1.41 per 100G,195g,Specials,International Foods,https://shop.coles.com.au/a/national/product/ayam-paste-thai-green-curry
3651719P,Leiber's Rainbow Sprinkles 310g,Leiber's,Rainbow Sprinkles,8.4,$2.71 per 100G,310g,,International Foods,https://shop.coles.com.au/a/national/product/liebers-rainbow-sprinkles
3812953P,Coles Stone Ground Tortilla Chips 400g,Coles,Stone Ground Tortilla Chips,4.0,$1.00 per 100G,400g,,International Foods,https://shop.coles.com.au/a/national/product/coles-corn-chips-deli-bag
3448486P,Paskesz Strawberry Flavour Sour Sticks 50g,Paskesz,Strawberry Flavour Sour Sticks,2.5,$5.00 per 100G,50g,,International Foods,https://shop.coles.com.au/a/national/product/paskesz-sour-sticks-strawberry-3448486p
3714568P,Bartons Sliced Beetroot 440g,Bartons,Sliced Beetroot,6.0,$1.36 per 100G,440g,,International Foods,https://shop.coles.com.au/a/national/product/bartons-sliced-betrot
3260686P,Branston Small Chunk Pickle 360g,Branston,Small Chunk Pickle,6.5,$1.81 per 100G,360g,,International Foods,https://shop.coles.com.au/a/national/product/branston-small-chunk-pickle
5253207P,Lee Kum Kee Panda Brand Oyster Sauce 907g,Lee Kum Kee,Panda Brand Oyster Sauce,6.5,$0.72 per 1Kg,907g,,International Foods,https://shop.coles.com.au/a/national/product/lee-kum-kee-oyster-sauce
9886318P,Cortas Pomegranate Molasses Bottle 500mL,Cortas,Pomegranate Molasses Bottle,8.5,$1.70 per 100mL,500mL,Specials,International Foods,https://shop.coles.com.au/a/national/product/cortas-pomeganate-molases
3817447P,Nom Noms Marshmallows Chocolate 150g,Nom Noms,Marshmallows Chocolate,3.5,$2.33 per 100G,150g,,International Foods,https://shop.coles.com.au/a/national/product/nom-noms-marshmallows-chocolate
9755965P,Nongshim Seafood & Mild Neoguri Ramyun Noodle 120g,Nongshim,Seafood & Mild Neoguri Ramyun Noodle,1.8,$1.50 per 100G,120g,,International Foods,https://shop.coles.com.au/a/national/product/nong-shim-noodles-udon-neoguri-mild
3746393P,Hengshun Chinkiang Vinegar 180mL,Hengshun,Chinkiang Vinegar,4.4,$2.44 per 100mL,180mL,,International Foods,https://shop.coles.com.au/a/national/product/hengshun-chinkiang-vinegar
9434531P,Valcom Laksa Curry Paste 230g,Valcom,Laksa Curry Paste,3.2,$1.39 per 100G,230g,Specials,International Foods,https://shop.coles.com.au/a/national/product/valcom-paste-laska-curry
9880887P,Royal Fields Semolina Coarse 1kg,Royal Fields,Semolina Coarse,2.8,$2.80 per 1KG,1kg,Specials,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-semolina-coarse
8939645P,Osem North African Plain Couscous 340g,Osem,North African Plain Couscous,3.25,$0.96 per 100G,340g,,International Foods,https://shop.coles.com.au/a/national/product/osem-coucous-north-african
2783521P,Rowntrees Jelly Tots 150g,Rowntrees,Jelly Tots,2.65,$1.77 per 100G,150g,Specials,International Foods,https://shop.coles.com.au/a/national/product/rowntree-jelly-tots
5182302P,Achdut Tahini With Sesame Seeds 500g,Achdut,Tahini With Sesame Seeds,8.0,$1.60 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/achdut-tahini-with-sesame-seeds
1655413P,Ballymaloe Original Country Tomato Relish 350g,Ballymaloe,Original Country Tomato Relish,6.95,$1.99 per 100G,350g,,International Foods,https://shop.coles.com.au/a/national/product/ballymaloe-country-relish
9326583P,L & P Lemon & Paeroa Soft Drink 1.5L,L & P,Lemon & Paeroa Soft Drink,4.3,$2.87 per 1L,1.5L,,International Foods,https://shop.coles.com.au/a/national/product/l-p-soft-drink-lemon-paeroa
476011P,Gross Fourre Chocolate Cream Biscuit 300g,Gross,Fourre Chocolate Cream Biscuit,3.1,$1.03 per 100G,300g,,International Foods,https://shop.coles.com.au/a/national/product/gross-fourre-biscuits-chocolate-cream
9238555P,Gefen Chunk Light Tuna In Oil 170g,Gefen,Chunk Light Tuna In Oil,2.6,$15.29 per 1Kg,170g,,International Foods,https://shop.coles.com.au/a/national/product/gefen-tuna-chunks-light-in-oil
5457772P,Alpha Cooking Chocolate 375g,Alpha,Cooking Chocolate,6.8,$1.81 per 100G,375g,,International Foods,https://shop.coles.com.au/a/national/product/alpha-cooking-chocolate
164370P,Yeo's Malaysian Curry Sauce Canned Mild 400mL,Yeo's Malaysian Curry,Sauce Canned Mild,4.15,$4.15 per 1Ea,400mL,,International Foods,https://shop.coles.com.au/a/national/product/yeos-sauce-mild-malaysian--curry
9781863P,Gaganis Premium Sesame Seeds 1kg,Gaganis,Premium Sesame Seeds,8.95,$8.95 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/gaganis-sesame-seeds
2656364P,Fresh Up Big Fizz Feijoa Burst 500mL,Fresh Up,Big Fizz Feijoa Burst,3.1,$0.62 per 100mL,500mL,,International Foods,https://shop.coles.com.au/a/national/product/fresh-up-big-fizz-feijoa-burst
3725203P,Coles Asia Soy Sauce 1.9L,Coles,Asia Soy Sauce,6.0,$0.32 per 100mL,1.9L,,International Foods,https://shop.coles.com.au/a/national/product/coles-asia-soy-sauce
3653099P,Leiber's Blueberry Pie Filling 595g,Leiber's,Blueberry Pie Filling,10.5,$1.76 per 100G,595g,,International Foods,https://shop.coles.com.au/a/national/product/liebers-blueberry-pie-filling
3739671P,Nissin Coconut Butter Biscuits 200g,Nissin,Coconut Butter Biscuits,2.2,$1.10 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/nissin-biscuits-coconut-butter
3311991P,Maggi Hot Mealz Tom Yam Kaw Tom Yum Instant Noodles 87g,Maggi,Hot Mealz Tom Yam Kaw Tom Yum Instant Noodles,2.5,$0.29 per 10G,87g,,International Foods,https://shop.coles.com.au/a/national/product/maggi-2-minute-noodles-hot-mealz-tom-yam-kaw
1032283P,Elite Mini Mix Chocolate Bars Multipack 400g,Elite,Mini Mix Chocolate Bars Multipack,11.45,$2.86 per 100G,400g,,International Foods,https://shop.coles.com.au/a/national/product/elite-chocolate-bars-mini-mix-multipack
3736786P,Nongshim Yaki Udon Garlic Teriyaki Noodles 251g,Nongshim,Yaki Udon Garlic Teriyaki Noodles,5.0,$1.99 per 100G,251g,,International Foods,https://shop.coles.com.au/a/national/product/nongshim-yaki-udon-garlic-teriyaki-nodles-3736786p
2935823P,Maynards Bassetts Liquorice Allsorts 190g,Maynards,Bassetts Liquorice Allsorts,5.2,$2.74 per 100G,190g,,International Foods,https://shop.coles.com.au/a/national/product/maynards-bassetts-liquorice-allsorts
6006247P,Mrs H S Balls Peach Chutney 470g,Mrs H S Balls,Peach Chutney,5.0,$1.06 per 100G,470g,,International Foods,https://shop.coles.com.au/a/national/product/mrs-h-s-balls-chutney-peach
3812975P,Coles Black Beans 420g,Coles,Black Beans,0.8,$0.19 per 100G,420g,,International Foods,https://shop.coles.com.au/a/national/product/coles-black-beans
2235796P,Good Day Pista & Almond Biscuits 231g,Good Day,Pista & Almond Biscuits,2.75,$1.19 per 100G,231g,,International Foods,https://shop.coles.com.au/a/national/product/good-day--pista-and-almond
5253568P,Mae Ploy Green Curry Paste 50g,Mae Ploy,Green Curry Paste,1.2,$2.40 per 100G,50g,,International Foods,https://shop.coles.com.au/a/national/product/mae-ploy-paste-green-curry
3739999P,Sun Swallow Chrysanthemum Flower 50g,Sun Swallow,Chrysanthemum Flower,3.6,$7.20 per 100G,50g,,International Foods,https://shop.coles.com.au/a/national/product/sun-swallow-chrysanthemum-flower
3736833P,Wei Lih Ichiban Noodle Bowl Roast Beef 150g,Wei Lih Ichiban,Noodle Bowl Roast Beef,4.4,$2.93 per 100G,150g,,International Foods,https://shop.coles.com.au/a/national/product/wei-lih-ichiban-nodle-bowl-roast-bef
2554660P,Cookie Time Original Chocolate Chunk Cookie 85g,Cookie Time,Original Chocolate Chunk Cookie,3.15,$3.71 per 100G,85g,Specials,International Foods,https://shop.coles.com.au/a/national/product/cookie-time-original-chocolate-chunk-cookie
9887015P,Royal Fields BBQ Corn Nuts 500g,Royal Fields,BBQ Corn Nuts,6.2,$12.40 per 1Kg,500g,,International Foods,https://shop.coles.com.au/a/national/product/corn-nuts-bbq
6801104P,Ayam Malaysian Nyonya Curry Paste 185g,Ayam,Malaysian Nyonya Curry Paste,2.75,$1.49 per 100G,185g,Specials,International Foods,https://shop.coles.com.au/a/national/product/ayam-malaysian-nyonya-curry-paste-6801104p
283652P,Eskal Herring Salad 375g,Eskal,Herring Salad,5.7,$15.20 per 1Kg,375g,,International Foods,https://shop.coles.com.au/a/national/product/eskal-herring-salad
